P1 Hand,P2 Hand,Action Sequence,Winner
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 2 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 2 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 2 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 2 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 2 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 3 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 2 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 3 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 2 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 ,P1
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 3 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 3 -> Player 2 1 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 3 -> Player 2 2 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 3 -> Player 2 2 -> Player 1 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 3 -> Player 2 1 -> Player 1 1 -> Player 2 ,P2
"(3,2)","(2,3)",Player 1 1 -> Player 2 2 -> Player 1 3 -> Player 2 1 -> Player 1 ,P1
